"index.family","reps"
"thaumantiadidae",4
"thaumastochelidae",4
"theonoidae",4
"thompsoniidae",4
"thryptodontidae",4
"thylacosmilidae",4
"tillyardembiidae",4
"tisbidae",4
"tococladidae",4
"torricelliaceae",4
"trachelocrinidae",4
"trachypachidae",4
"tremataspidae",4
"triadocidaridae",4
"tribrachidiaceae",4
"trichocomaceae",4
"tricorninidae",4
"trigonomartidae",4
"trigonotarbidae",4
"trimosinidae",4
"triodontidae",4
"triticellidae",4
"trochotomidae",4
"trypetidae",4
"ugland",4
"uncertain status",4
"uncispionidae",4
"vampyroteuthidae",4
"vetulinidae",4
"viaiidae",4
"vitrimurellidae",4
"volvocaceae",4
"xenocongridae",4
"yarraviaceae",4
"zancleidae",4
"zatracheidae",4
"achipteriidae",3
"actinoporidae",3
"alatoconchidae",3
"aldanellidae",3
"alloniscidae",3
"alveolitidae?",3
"amblycipitidae",3
"ambulocetidae",3
"ameroseiidae",3
"amphizoidae",3
"anabaritidae",3
"anaulaceae",3
"anchignathodontidae",3
"ancylostomatidae",3
"anomalopidae",3
"antarcturidae",3
"anthracoptilidae",3
"apolemiidae",3
"arachnoidiscaceae",3
"araeoscelididae",3
"archaeoscyphiidae",3
"archaeospongoprunidae",3
"archegonasteridae",3
"arctohedridae",3
"ardeosauridae",3
"arietellidae",3
"aschemocellidae",3
"asteiidae",3
"ateleaspidae",3
"athericidae",3
"aturidae",3
"auloheliidae",3
"australocystidae",3
"bardohymenidae",3
"barytheriidae",3
"bateidae",3
"bathyteuthidae",3
"belodontidae",3
"belomitridae",3
"biddulphiiaceae",3
"bisacciidae",3
"blanidae",3
"blastocystidae",3
"bodotriidae",3
"bombyliidae?",3
"boranginaceae",3
"bothriolepidae",3
"bovidae, equidae",3
"brachaeluridae",3
"branchiobdellidae",3
"brodiidae",3
"brooksellidae",3
"bunyerichaceae",3
"burnetidae",3
"calcidiscaceae",3
"callistomatidae",3
"callorhynchidae",3
"calvertiellidae",3
"cambrosipunculidae",3
"camilidae",3
"cassidulinitidae",3
"caudipterygidae",3
"centrogenyidae",3
"cerambycidae?",3
"ceraphronidae",3
"chacidae",3
"chatterjeeidae",3
"cheirolepidae",3
"cheirothricidae",3
"cheliphlebiidae",3
"chilenophoberidae",3
"chironemidae",3
"chloropidae?",3
"chondrodontidae",3
"chondrosteidae",3
"chongichthyidae",3
"chonostegitidae",3
"choriplacidae",3
"chromatiaceae",3
"chtenopterygidae",3
"cicadellidae?",3
"cimolichthyidae",3
"clionititidae",3
"clypeolampadidae",3
"cnemophilidae",3
"coelodontidae",3
"coleiidae",3
"columelliaceae",3
"componocancridae",3
"confuciusornithidae",3
"conispiriferidae",3
"connaraceae",3
"coronakirkbyidae",3
"coronodontidae",3
"corydiidae",3
"craspedosomatidae",3
"ctenochasmatidae",3
"cyamodontidae",3
"cyathopsidae?",3
"cyclestheriidae",3
"cyclocoelidae",3
"cycloporidae",3
"cyclostigmaceae",3
"cypselosomatidae?",3
"daphniphyllaceae",3
"darwinellidae",3
"daudebardiidae",3
"delopteridae",3
"desmoscolecidae",3
"desorellidae",3
"diademodontidae",3
"diadumenidae",3
"dierespongiidae",3
"diffusilinidae",3
"dimegelasmidae",3
"dimitobelidae",3
"dinopterygidae",3
"diopsidae",3
"diosaccidae",3
"doderiidae",3
"dolerothidae",3
"dotidae",3
"drepanidae",3
"dromeosauridae",3
"duvaliidae",3
"eccriniidae",3
"echinochitonidae",3
"editiidae",3
"edopidae",3
"embolasteridae",3
"enaliarctidae",3
"enchelidiidae",3
"enchytraeidae",3
"enoplometopidae",3
"eoblattidae",3
"ephidiidae",3
"ephippididae",3
"epigonichthyidae",3
"epilohmanniidae",3
"episactidae",3
"epizoanthidae",3
"ergilornithidae",3
"eucandonidae",3
"eudiocrinidae",3
"eugonatonotidae",3
"eulepethidae",3
"euparkeriidae",3
"eupetidae",3
"euphthiracaridae",3
"eupsammidae",3
"eupteleaceae",3
"exaesiodiscidae",3
"feaellidae",3
"ferussinidae",3
"fordillidae",3
"foveolariidae",3
"fusinidae",3
"gadiniidae",3
"galeopithecidae",3
"galeopsidae",3
"gallieniellidae",3
"gammarellidae",3
"gastrothylacidae",3
"geikiidae",3
"gemuendinidae",3
"gentianaceae",3
"gerapompidae",3
"girvanicystidae",3
"glaucosomatidae",3
"glyphoneustidae",3
"glyptocidaridae",3
"glyptograptidae",3
"glyptosauridae",3
"gnosonesimidae",3
"gobiatheriidae",3
"gomphoceratidae",3
"goniopectinidae",3
"gorgoderidae",3
"grimpoteuthidae",3
"groenlandaspididae",3
"gylippidae",3
"gymnarchidae",3
"gyroblattidae",3
"gyrocystidae",3
"halosphaeraceae",3
"hamshawviaceae",3
"hapalopteridae",3
"haplobunodontidae",3
"haplophragmoidiidae",3
"haramiyidae",3
"harpacticidae",3
"hebellidae",3
"hedylidae",3
"helicosphaeraceae",3
"hemidonacidae",3
"hemitrochiscidae",3
"heteralepadidae",3
"heterodontosauridae",3
"heterojapygidae",3
"heterorhabdidae",3
"heterothyonidae",3
"hexactinellidae",3
"hispidae",3
"hyalodiscaceae",3
"hylocitreidae",3
"hymedesmiidae",3
"hyphalosauridae",3
"hypnidae",3
"ibonididae",3
"ichthyotringidae",3
"imoglobidae",3
"indet",3
"iphimediidae",3
"isastreidae",3
"ischnoptygmatidae",3
"isobuthidae",3
"isotemnidae",3
"isuridae",3
"jereopsidae",3
"kaliapsidae",3
"keroeididae",3
"kirkbyoidea",3
"konidromitidae",3
"kurtidae",3
"kustarachnidae",3
"kytorhynchidae",3
"labeceratidae",3
"lachesillidae",3
"larcidae",3
"lateolabracidae",3
"latrididae",3
"laudoniidae",3
"lecythidaceae",3
"leguminocythereididae",3
"lekythoporidae",3
"lenticeratidae",3
"leptoplanidae",3
"lernaeidae",3
"lestrigonidae",3
"lichenocrinus?",3
"limifossoridae",3
"limnadioidea",3
"limnocyonidae",3
"linguatulidae",3
"liotidae",3
"lithostromationaceae",3
"lithotelestidae",3
"loasaceae",3
"loganiaceae",3
"lonchodytidae",3
"\lophiodontidae\",3
"lophoproctidae",3
"lorenzellidae",3
"lutetiidae",3
"lychnorhizidae",3
"lymnocardiidae",3
"macroscaphitidae",3
"malachiidae",3
"malacobdellidae",3
"marieitidae",3
"mayomyzontidae",3
"meandropsinidae",3
"megalopygidae",3
"menyanthaceae",3
"mesitornithidae",3
"mesoplophoridae",3
"micropygidae",3
"migidae",3
"miguashaiidae",3
"millerinidae",3
"millitidae",3
"mischopteridae",3
"mobergellidae",3
"mollisonidae",3
"monstrillidae",3
"montiaceae",3
"murchisonispiriferidae",3
"myobiidae",3
"naiaditaceae",3
"nanictidopsidae",3
"nataligmaceae",3
"neelidae",3
"neoephemeridae",3
"neopetaliidae",3
"neoteuthidae",3
"nepeidae",3
"nephytidae",3
"neptuneidae",3
"nevadiidae",3
"normalograptidae",3
"noteridae",3
"nothoceratidae",3
"notocarididae",3
"nucinulidae",3
"obolidae?",3
"ocythoidae",3
"odontellidae",3
"odonterpetontidae",3
"odontobutidae",3
"okadaiidae",3
"oncaeidae",3
"opabinidae",3
"ophryoxidae",3
"opisthoteuthidae",3
"orbituliporidae",3
"ordosiidae",3
"orophodontidae",3
"orussidae",3
"oxyteuthididae",3
"pachytroctidae",3
"palaeoisopodidae",3
"palaeolimulidae",3
"palaeontinidae",3
"palaeopropithicidae",3
"palescharidae",3
"pamphagidae",3
"panderichthyidae",3
"paragaricocrinidae",3
"parakalummidae",3
"paramunnidae",3
"paramuriceidae",3
"paranoritidae",3
"parasuchus",3
"paratropididae",3
"paraturbinidae",3
"pariambidae",3
"paulinitidae",3
"pelliacaea",3
"peltidiidae",3
"pennariidae",3
"penthaleidae",3
"perilampidae",3
"permelcanidae",3
"petalophthalmidae",3
"pherusellidae",3
"phoebodontidae",3
"pholididae",3
"phormocampidae",3
"phragmoteuthididae",3
"phyxelididae",3
"pilekiidae",3
"pittosporaceae",3
"plagiorhynchidae",3
"plastoceridae",3
"plataspidae",3
"platycystites",3
"platygastridae?",3
"pleisiogrammatidae",3
"pleosporaceae",3
"pleurosauridae",3
"plumbaginaceae",3
"podocnemidae",3
"pontederiaceae",3
"pottsiellidae",3
"pradesuridae",3
"praelepadidae",3
"procramptonomyiidae",3
"proganochelyidae",3
"propyllocrinidae",3
"protazhdarchidae",3
"protosalviniaceae",3
"protospinacidae",3
"pseudaphritidae",3
"pseudopolycentropodidae",3
"pseudosiricidae",3
"pseudostigmatidae",3
"pseudotrigonograptidae",3
"pseudoudotaceae",3
"psychopsidae",3
"pteridophyta",3
"pteridospermopsida",3
"pustuloporidae",3
"pycnopodiidae",3
"pycnosteidae",3
"pyemotidae",3
"pygmephoridae",3
"pyramidopidae",3
"pyropeltidae",3
"pyrosomatidae",3
"radiasteridae",3
"radiocyathidae",3
"rastelligeridae",3
"?rhabdopleuridae",3
"rhizosoleniaceae",3
"rhopalocomidae",3
"rhopalodiaceae",3
"rhysodidae",3
"rigbyaceae",3
"rotallidae",3
"rousseaceae",3
"sandlingitidae",3
"sarraceniaceae",3
"sassenidae",3
"scelembiidae",3
"schizogoniidae",3
"scylacosauridae",3
"sejidae",3
"selenichnidae",3
"seletonellaceae",3
"semitextulariidae",3
"sepsidae?",3
"septatrypidae",3
"sfeniellidae",3
"shideleroceratidae",3
"shuvosauridae",3
"simocetidae",3
"siphoniidae",3
"siteroptidae",3
"smarididae",3
"solemyididae",3
"sp.",3
"spongiidea",3
"stauractinellidae",3
"stauroneidaceae",3
"stenothoidae",3
"stephanidae",3
"stictodiscaceae",3
"stiphidiidae",3
"streblocrinidae",3
"stylidiaceae",3
"sublepidodendraceae",3
"subparictidae",3
"sulcavitidae",3
"syringocnemididae",3
"syringophilidae",3
"technophoridae",3
"telactinopterygidae",3
"tentaculariidae",3
"tenuialidae",3
"teredidae",3
"tessaratomidae",3
"tethinidae",3
"tetrapodosauridae",3
"teudopseidae",3
"teudopsidae",3
"theamatidae",3
"theophormididae",3
"thrinacodontidae",3
"tingupidae",3
"titanosuchidae",3
"tithonohomolidae",3
"titusvilliidae",3
"tornatilicrinidae",3
"trapaceae",3
"travuniidae",3
"tricorythidae",3
"trigonalyidae",3
"triplacidiids",3
"tripocyrtidae",3
"trirachodontidae",3
"trissexodontidae",3
"tristicoptereridae",3
"trogiidae",3
"trogositidae",3
"tufa",3
"tullbergiidae",3
"ulocrinidae",3
"uraniidae",3
"urenchelyidae",3
"virgulidae",3
"vochysiaceae",3
"wallowaconchidae",3
"whiteiidae",3
"wynyardiidae",3
"xenoturbellidae",3
"xerobdellidae",3
"xiphosuridae family incertae sedis",3
"xiphydriidae",3
"yuomyidae",3
"zeuglopleuridae",3
"zygospiridae",3
"abyssochrysidae",2
"acanthasteridae",2
"acaremyidae",2
"acaulidae",2
"achariaceae",2
"achilidae?",2
"acmaeoblattidae",2
"acrophyllidae",2
"actinocyclidae",2
"adeloneuridae",2
"adritylidae",2
"aegiridae",2
"agaonidae",2
"agavaceae",2
"aglithodictyidae",2
"aipoceratidae?",2
"akidnognathidae",2
"aktassiidae",2
"aliciidae",2
"alinkidae",2
"allanicytidiidae",2
"allocreadidae",2
"alpinophylliidae",2
"alsataspidae",2
"alveolinellidae",2
"amarsipidae",2
"ambloblattidae",2
"amgaspididae",2
"amphimeniidae",2
"amphipterygidae",2
"amphitomariidae",2
"analgidae",2
"anelcanidae",2
"angustidontidae",2
"annectocymidae",2
"apatornithidae",2
"aphanodactylidae",2
"aphelinidae",2
"aphilodontidae",2
"apioceridae",2
"aporrhaididae",2
"arachnacthidae",2
"arachnactidae",2
"araeoscelidae",2
"arandaspididae",2
"araneidae?",2
"arcanicapdidae",2
"arcellinidae",2
"archaeonycterididae",2
"aristozoidae",2
"arkacrinidae",2
"arthroclemidae",2
"astigalidae",2
"astroscleridae",2
"astrosphaeridae",2
"ataxioceratidae",2
"athoracophoridae",2
"atopocrinidae",2
"atorellidae",2
"atreipodidae",2
"atrichornithidae",2
"atrypiidae",2
"aulacocephalodontidae",2
"aulacothyropsidae",2
"aulocopiidae",2
"azygethidae",2
"baetiscidae",2
"bairdiocopina incertae sedis",2
"balsaminaceae",2
"baltoceridae",2
"banffiidae",2
"bathygadidae",2
"bdellidae?",2
"belantseidae",2
"belemnocystitidae",2
"belmontiidae",2
"beyrichidae",2
"biphyllidae",2
"blackfordiidae",2
"blasticotomidae",2
"blastocladiaceae",2
"bolenidae",2
"boloceroididae",2
"bombacaceae",2
"bombycidae",2
"bonapartheriidae",2
"botellinidae",2
"bothrideridae",2
"brachionichthyidae",2
"brachyceridae",2
"brachycoeliidae",2
"brachyschismatidae",2
"branchipodidae",2
"branneriidae",2
"bresiliidae",2
"brithopodidae",2
"bronchocyathidae",2
"brongniartiellidae",2
"buccinidae?",2
"buchitidae",2
"bulbilimnadiidae",2
"buprestoidea",2
"cabronidae",2
"cacurgidae",2
"caeciliaidae",2
"cainocrinidae",2
"caliphyllidae",2
"callianassoidea",2
"callodictyonidae",2
"calopsocidae",2
"calypteridae",2
"camarocarcinidae",2
"cambalopsidae",2
"camisiidae",2
"camptostromidae",2
"canadiidae",2
"canellaceae",2
"canoptidae",2
"canowindridae",2
"canuellidae",2
"carcinophoridae",2
"carychiidae",2
"cataegidae",2
"catantostomatidae",2
"catenulaceae",2
"catostylidae",2
"caymanostellidae",2
"celastereae",2
"centropyxidae",2
"cestidae",2
"cetoconchidae",2
"cf. rhamnaceae",2
"chaeropodidae",2
"chalaraspidae",2
"chelonariidae",2
"chelonellidae",2
"chironomidae or ceratopogonidae",2
"chloraemidae",2
"choctellidae",2
"cixiidae?",2
"cladophoraceae",2
"clausiidae",2
"clausophyidae",2
"clisospiridae",2
"cobaloblattidae",2
"coccodontidae",2
"cochylidae",2
"columnothecidae",2
"corambidae",2
"corimelaenidae",2
"corymorphidae",2
"corystidae",2
"costaceae",2
"cottocomephoridae",2
"cretarhabdaceae",2
"crosseolidae",2
"crossosomataceae",2
"cryphonectriaceae",2
"cryptocelidae",2
"cryptochiridae",2
"cryptocrinitidae",2
"ctenorhabdotidae",2
"culmacanthidae",2
"cuniculcystidae",2
"curtonotidae",2
"cyathocrinidae",2
"cyathocrinus",2
"cyclanthaceae",2
"cyclolinidae",2
"cyclopinidae",2
"cymbaeremaeidae",2
"cymbellaceae",2
"cymodoceaceae",2
"cypelliidae",2
"cyphornithidae",2
"cyrtogomphoceratidae",2
"cystopteridaceae",2
"cytheaceae",2
"cytheralisonidae",2
"dalyelliidae",2
"demodecidae",2
"dendrerpetonidae",2
"dendrobrachiidae",2
"derocheilocarididae",2
"diatomyidae",2
"diaulacidae",2
"dicranolasmatidae",2
"dicranophyllaceae",2
"dictyodendrillidae",2
"dictyospongidae",2
"didemnidae",2
"dienopidae",2
"dikelokephalinidae",2
"dimeroceratidae",2
"dinopanorpidae",2
"dinophilidae",2
"diphyllostomatidae",2
"diplostomidae",2
"dipodascaceae",2
"dipsacaceae",2
"dipylidiidae",2
"discosoridae",2
"ditomyiidae",2
"dixidae?",2
"dogielinotidae",2
"dokidocyathidae",2
"dolichosauridae",2
"dondersiidae",2
"drassidae",2
"drepanophoridae",2
"drosophilidae?",2
"dysnoetoporidae",2
"echiniscoididae",2
"echinoderidae",2
"elliptochthoniidae",2
"elphididae",2
"elythidae or martiniidae?",2
"embolemidae",2
"eminooeciidae",2
"entomozoidae",2
"eogonioloboceratidae",2
"eolepadidae",2
"epallagidae",2
"ephydridae?",2
"epidiceratidae",2
"epiplemidae",2
"erycinidae",2
"erythropalaceae",2
"estaingiidae",2
"etacystidae",2
"ethmiidae",2
"euchitoniidae",2
"euciroidae",2
"eucrateidae",2
"euglenidae",2
"eumeninae",2
"eumorbaeschnidae",2
"eupelmidae",2
"eupyrgidae",2
"eurystomellidae",2
"eusparassidae",2
"eustheniidae",2
"exelliidae",2
"fecampiidae",2
"fenestrallidae",2
"figitidae",2
"fionidae",2
"fistuloporidae",2
"flatidae?",2
"folliculindae",2
"fuxianhuiidae",2
"galenidae",2
"gammaracanthidae",2
"gastric residue",2
"gerardiidae",2
"gigantopteroidea",2
"girrafidae",2
"girtyporidae",2
"glomaceae",2
"glycyphagidae",2
"glyphipterigidae",2
"glyptorthidae",2
"goniodidae",2
"graffillidae",2
"groeberiidae",2
"gryllotalpidae",2
"guembelininae",2
"gwyneddichnidae",2
"gyracanthiidae",2
"haaseidae",2
"habronematidae",2
"haematoloechidae",2
"haglidae",2
"halarachnidae",2
"halliidae?",2
"halophilosciidae",2
"halopterididae",2
"hapalogenyidae",2
"harmostomidae",2
"helcinidae",2
"helenoporidae",2
"heliodinidae",2
"hemeroscopidae",2
"hemiarthridae",2
"henricosborniidae",2
"hepialidae",2
"herdinidae",2
"hermanniidae",2
"herterohelicidae",2
"hesperinidae",2
"heteromyzidae",2
"heterosteidae",2
"hexabranchidae",2
"hibolithidae",2
"hincksinidae",2
"hirudinellidae",2
"histocidariidae",2
"holotrachelidae",2
"hominoid indet.",2
"homostiidae",2
"homotremaidae",2
"humerobatidae",2
"hydractinidae",2
"hydroscorpiidae",2
"hydrozetidae",2
"hygrobatidae",2
"hyidae",2
"hyphasmoporidae",2
"hypochthoniidae",2
"hypoderidae",2
"hypsomoniidae",2
"ibaliidae",2
"iblidae",2
"ilyocryptidae",2
"inaequalibellirostridae",2
"inaniguttidae",2
"indocrinidae",2
"indostomidae",2
"ingolfiellidae",2
"inopinatarculidae",2
"inversiulidae",2
"ionidae",2
"iotrochotidae",2
"iowacystidae",2
"iphiculidae",2
"ischnoneuridae",2
"isoarcidae",2
"isophelliidae",2
"itieriidae",2
"iuridae",2
"jaekelotodontidae",2
"japonitidae",2
"jaymoytiidae",2
"jereopsiidae",2
"jurinidae",2
"kalenteridae",2
"kekenodontidae",2
"kermackiidae",2
"kermesidae",2
"kerriidae",2
"kleinpellidae",2
"kophobelemnidae",2
"kronoscorpionidae",2
"?kueichowiidae",2
"kunmingellidae",2
"?laganidae",2
"lambdarinidae",2
"lanthanotidae",2
"laomediidae",2
"lardizabalaceae",2
"larocheidae",2
"lasalidae",2
"laugiidae",2
"lecanellidae",2
"lecaniidae",2
"lepidosteidae",2
"leptodoridae",2
"leptophloeaceae",2
"leucascidae",2
"lidgettoniaceae",2
"liljeborgiidae",2
"limnophilidae",2
"lingulocystidae",2
"liodidae",2
"liopteridae",2
"listrophoridae",2
"lithodesmiaceae",2
"litocheiridae",2
"llanocetidae",2
"locustidae",2
"locustopseidae",2
"look",2
"lophioneuridae",2
"lovenellidae",2
"lycocercidae",2
"lycoperdaceae",2
"macridae",2
"macronyssidae",2
"macropididae",2
"macroramphosidae",2
"macrpodidae",2
"maenioceratidae",2
"mammalodontidae",2
"marcusadoreidae",2
"mazoniidae",2
"megaloothidae",2
"megatrigoniidae",2
"melanthiaceae",2
"melinophlebiidae",2
"melphidippidae",2
"mesochrysopidae",2
"messicobolidae",2
"metretopodidae",2
"micheleidae",2
"michelinoceratidae",2
"microcosmodontidae",2
"microcotylidae",2
"microthyriaceae",2
"mictocarididae",2
"mimosaceae",2
"minchinellidae",2
"miraciidae",2
"misophriidae",2
"modiolopsidae",2
"moliomorphidae",2
"mollocrinidae",2
"monobrachiidae",2
"muensterellidae",2
"multisoleniidae",2
"mylostomidae",2
"mymaridae?",2
"myocoptidae",2
"myrmecolacidae",2
"myrmosidae",2
"myxobolidae",2
"nannastacidae",2
"narkemidae",2
"nassidae",2
"naukatidae",2
"nausithoidae",2
"nearctodesmidae",2
"nectonemidae",2
"nektaspidae",2
"nemastomoididae",2
"nemopteridae",2
"neoceratiidae",2
"neopeltidae",2
"neorthroblattinidae",2
"nepeiidae",2
"nepenthaceae",2
"nephrolepidaceae",2
"nepidae",2
"neriidae",2
"neritoidae",2
"neurochaetidae",2
"nezzazatidae",2
"nicothoidae",2
"niobiidae",2
"nitidulidae?",2
"nocticolidae",2
"nodosaridae",2
"nodosriidae",2
"notosuchidae",2
"nuuanuidae",2
"nyctibatrachidae",2
"obtortionidae",2
"oerstediidae",2
"oestocephalidae",2
"ohiocarididae",2
"oligoneuriidae",2
"omethidae",2
"onychodictyidae",2
"ophidoceratidae",2
"opisthodactylidae",2
"orchistomatidae",2
"oreosomatidae",2
"oripodidae",2
"orthoceridae",2
"orthonychiidae",2
"osteoglossiformes",2
"ostomidae",2
"otocratiidae",2
"pachynolophidae",2
"pakicetus",2
"pakisauridae",2
"palaeascidae",2
"palaeoamasidae",2
"palaeoaplysinaceae",2
"palaeohippidae",2
"palaeoparadoxidae",2
"palaeopentachelidae",2
"palaeophonidae",2
"palaeopisthacanthidae",2
"palaeoporitidae",2
"palaeospongillidae",2
"palmaceae",2
"pancheloniidae",2
"pandanaceae",2
"pantheidae",2
"parabactritidae",2
"parabembridae",2
"paracharontidae",2
"paradrepanophoridae",2
"parahyidae",2
"paranacystidae",2
"paranebaliidae",2
"paranowakiidae",2
"paranyrocidae",2
"parashumarditidae",2
"paraxymyiidae",2
"parhedylidae",2
"pedicellinidae",2
"peltocarididae",2
"pentacerotidae",2
"pepsinae",2
"peraclidae",2
"periechocrinitidae",2
"periegopidae",2
"perilampidae?",2
"periscelididae",2
"perisphinctidae ?",2
"permobiellidae",2
"petricola",2
"phaceloporidae",2
"phascolomidae",2
"phenopelopidae",2
"philanthidae",2
"philichthyidae",2
"philisidae",2
"phlaeothripidae",2
"phliantidae",2
"phllodontidae",2
"pholadoidea",2
"phormocyrtidae",2
"photichthyidae",2
"phrissospongidae",2
"phrymaceae",2
"phyllariaceae",2
"phyllocrinidae",2
"phyllosiphonaceae",2
"phylloxeridae",2
"phymanthidae",2
"phymaraphiniidae",2
"picromomyidae",2
"piesmatidae",2
"pipunculidae?",2
"pisanosauridae",2
"pisocrinitidae",2
"pistosauridae",2
"planitrochidae",2
"planoceridae",2
"plastomenidae",2
"platacidae",2
"platanus",2
"plateremaeidae",2
"platypezidae?",2
"platystomatidae?",2
"plectodinidae",2
"pleromidae",2
"plesiochelyidae",2
"plesiosironidae",2
"pleuroceriidae",2
"plexechinidae",2
"podostemaceae",2
"poliocheridae",2
"polyaspididae",2
"polyblastidiidae",2
"polymitarcyidae",2
"?polypodiaceae",2
"polystyliphoridae",2
"pomphorhynchidae",2
"pontodoridae",2
"porolepididae",2
"poteriorceratidae",2
"pottiaceae",2
"proctothylacocrinidae",2
"procyclolitidae",2
"procyliosomatidae",2
"profundulidae",2
"progeryonidae",2
"proglomeridae",2
"progonocimicidae",2
"prokoeneniidae",2
"prophaethontidae",2
"propliopithecidae",2
"prosbolidae",2
"prosqualodontidae",2
"protancylidae",2
"protellidae",2
"proterochampsidae",2
"protocallianassa",2
"protodontidae",2
"protoginglymostomatidae",2
"protosolpugidae",2
"provorticidae",2
"psalidopodidae",2
"pseudanthessiidae",2
"pseudobolivinidae",2
"pseudocerotidae",2
"pseudochactidae",2
"pseudodontornithidae",2
"pseudomugilidae",2
"pseudoniscidae",2
"pseudospirobolellidae",2
"pseudotriakidae",2
"psittacosauridae",2
"psychidae",2
"pterodaustridae",2
"pterolichidae",2
"pterospermataceae",2
"pterothrissidae",2
"ptilocercidae",2
"purpuridae",2
"pygidicranidae",2
"pyrgocystidae",2
"pythiogetonaceae",2
"radiicephalidae",2
"ramphoprionidae",2
"rangeidae",2
"raphignathidae",2
"rectoclymeniidae",2
"retronectidae",2
"rhabdodontidae",2
"rhagidiidae",2
"rhagionidae?",2
"rhenopyrgidae",2
"rhinesuchidae",2
"rhinonyssidae",2
"rhinopteridae",2
"rhipidognathidae",2
"rhodaliidae",2
"rhomboentomozoidae",2
"rhopalocystidae",2
"rhynchocinetidae",2
"rhynochetidae",2
"roaceae",2
"romaleidae",2
"romeriidae",2
"runcinidae",2
"rutidermatidae",2
"sagittidae",2
"salticidae?",2
"saltoposuchidae",2
"samaridae",2
"sanctacarididae",2
"sansabellidae",2
"sapphirinidae",2
"sauropodidae",2
"scalidae",2
"scalopidiidae",2
"scarabaeidae?",2
"sceleratina",2
"scelidosauridae",2
"schizandraceae",2
"scleroptilidae",2
"scopalinidae",2
"scotiaecystidae",2
"sculptariidae",2
"scylacopsidae",2
"scytinopteridae",2
"sebekidae",2
"sermayaceae",2
"sestrostomellidae",2
"sigmocyathidae",2
"silicinidae",2
"simmondsiaceae",2
"sinodoridae",2
"sinoporidae",2
"sinuopeidae?",2
"siphonininae",2
"skyloniidae",2
"slavidae",2
"solecuritidae",2
"solemydidae",2
"solenodonsauridae",2
"solenostomidae",2
"sooglossidae",2
"soreumidae",2
"sphenocephalidae",2
"sphenocleaceae",2
"sphenolithaceae",2
"spirastrellidae",2
"spirostylidae",2
"stachyoditidae",2
"stachyuraceae",2
"stagonolepidae",2
"steganoblastidae",2
"steinmannitidae",2
"stemonuraceae",2
"stenasellidae",2
"stenoniscidae",2
"stenopteryiidae",2
"stereopteridae",2
"strasburgeriaceae",2
"streblotrypidae",2
"striariidae",2
"striatellaceae",2
"styelidae",2
"stylocordylidae",2
"subulindae",2
"subuluridae",2
"suchonellidae",2
"synaphridae",2
"syringocapsidae",2
"syrnolopsidae",2
"tabanidae?",2
"taihungshaniidae",2
"tanypezidae",2
"taracidae",2
"tedaniidae",2
"tegulithyrididae",2
"telorchiidae",2
"teneopteridae",2
"tephritidae?",2
"teratembiidae",2
"terviidae",2
"tethydidae",2
"tetragonoceratidae",2
"tetraporellidae",2
"teuthididae",2
"thiidae",2
"thysanoteuthidae",2
"tiarannidae",2
"timanodictyidae",2
"tiphoscorpionidae",2
"titanotheriidae",2
"titiscaniidae",2
"tomoceridae",2
"toomeyospongiidae",2
"trachelosauridae",2
"trancrediidae",2
"tremataspidida",2
"triachidae",2
"trichoceridae",2
"trichonotidae",2
"trigonioididae",2
"trigonitretidae",2
"trigonocarpaceae",2
"trigonocidariidae",2
"trihecatontidae",2
"troglotayosicidae",2
"tubidendridae",2
"ulotrichaceae",2
"ulvaceae",2
"uphanenidae",2
"uroceridae",2
"valenciidae",2
"varasichthyidae",2
"vesicomyidae?",2
"victorellidae",2
"wardiaceae",2
"xandarocarcinidae",2
"xenerodiopidae",2
"xenillidae",2
"xenoblattidae",2
"xenoctenidae",2
"xylariaceae",2
"ypsolophidae",2
"zenometridae",2
"zerconidae",2
"abyssochrysoidae",1
"abyssocottidae",1
"acanthinocyathidae",1
"acanthocladiidae?",1
"acanthodesmiidae",1
"?acanthogammaridae",1
"acanthometridae",1
"acartophthalmidae",1
"acciptridae",1
"achaeocalamitaceae",1
"acherontiscidae",1
"acholadidae",1
"aciculopodidae",1
"acidopsidae",1
"acinetasteridae",1
"acmaeidae?",1
"acrocephalitidae",1
"actinocrinitidea",1
"actinodontidae",1
"actinodontophoridae",1
"actinoscyphiidae",1
"actisecidae",1
"adelophthalmidae",1
"adeorbidae",1
"adociidae",1
"aegialornithidae",1
"aenictequidae",1
"aetalionidae",1
"aff. theaceae",1
"agatheliidae",1
"agetopanorpidae",1
"agoniatitida",1
"agonoxenidae",1
"agriochoeeridae",1
"aillyidae",1
"ailoscolecidae",1
"aipichthyidae",1
"aizoaceae",1
"akysidae",1
"alatinidae",1
"aleurodidae",1
"allopocockiidae",1
"alloraphidiidae",1
"allotrioceratidae",1
"alphadontidae",1
"alysidiidae",1
"ameletidae",1
"?amiidae",1
"ammidae",1
"ammoniidae",1
"amphicentridae",1
"amphionididae",1
"amphisopidae",1
"amphissidae",1
"amphistiidae",1
"amphitretidae",1
"amphoriscidae",1
"amplectobeluidae",1
"amranthaceae",1
"amyellidae",1
"anadromidae",1
"anamorphidae",1
"anaspidae",1
"anchimolgidae",1
"anchiornithidae",1
"anguillavidae",1
"anisakidae",1
"anisembiidae",1
"anisogammaridae",1
"anomalogrammatidae",1
"anopsobiidae",1
"anormochoristidae",1
"antactinodiontidae",1
"antarctilamnidae",1
